"term","fullTerm"
"swc:hasProgramme","http://data.semanticweb.org/ns/swc/ontology#hasProgramme"
"m3lite:Gram","http://purl.org/iot/vocab/m3-lite#Gram"
"dbpedia-owl:alpsMainPart","http://dbpedia.org/ontology/alpsMainPart"
"music:performerName","http://www.kanzaki.com/ns/music#performerName"
"dicom:HumanPerformerName","http://purl.org/healthcarevocab/v1#HumanPerformerName"
"dbpedia-owl:soccerLeaguePromoted","http://dbpedia.org/ontology/soccerLeaguePromoted"
"bbccms:Locator","http://www.bbc.co.uk/ontologies/cms/Locator"
"disco:CategoryStatistics","http://rdf-vocabulary.ddialliance.org/discovery#CategoryStatistics"
"disco:statisticsVariable","http://rdf-vocabulary.ddialliance.org/discovery#statisticsVariable"
"disco:DescriptiveStatistics","http://rdf-vocabulary.ddialliance.org/discovery#DescriptiveStatistics"
"disco:SummaryStatistics","http://rdf-vocabulary.ddialliance.org/discovery#SummaryStatistics"
"acm:G.3.5","http://acm.rkbexplorer.com/ontologies/acm#G.3.5"
"acm:K.1.2","http://acm.rkbexplorer.com/ontologies/acm#K.1.2"
"dbpedia-owl:Arena","http://dbpedia.org/ontology/Arena"
"pext:Arena","http://www.ontotext.com/proton/protonext#Arena"
"dbpedia-owl:homeArena","http://dbpedia.org/ontology/homeArena"
"premis:hasHardwareName","http://www.loc.gov/premis/rdf/v1#hasHardwareName"
"ontosec:OrganizationsAndStandards","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#OrganizationsAndStandards"
"wdrs:notmatchesregex","http://www.w3.org/2007/05/powder-s#notmatchesregex"
"wdrs:matchesregex","http://www.w3.org/2007/05/powder-s#matchesregex"
"dbpedia-owl:numberOfMatches","http://dbpedia.org/ontology/numberOfMatches"
"sp:Service","http://spinrdf.org/sp#Service"
"marl:algorithmConfidence","http://www.gsi.dit.upm.es/ontologies/marl/ns#algorithmConfidence"
"onyx:algorithmConfidence","http://www.gsi.dit.upm.es/ontologies/onyx/ns#algorithmConfidence"
"mads:hasExactExternalAuthority","http://www.loc.gov/mads/rdf/v1#hasExactExternalAuthority"
"schema:SportsClub","http://schema.org/SportsClub"
"s4ee:Address","https://w3id.org/saref4ee#Address"
"swpo:hasAuthors","http://sw-portal.deri.org/ontologies/swportal#hasAuthors"
"sioc:num_authors","http://rdfs.org/sioc/ns#num_authors"
"doco:ListOfAuthors","http://purl.org/spar/doco/ListOfAuthors"
"vivo:Authorship","http://vivoweb.org/ontology/core#Authorship"
"ov:authorString","http://open.vocab.org/terms/authorString"
"sor:coauthorsWith","http://purl.org/net/soron/coauthorsWith"
"scoro:AuthorshipRole","http://purl.org/spar/scoro/AuthorshipRole"
"swpo:PostalAddress","http://sw-portal.deri.org/ontologies/swportal#PostalAddress"
"cerif:PostalAddress","http://www.eurocris.org/ontologies/cerif/1.3#PostalAddress"
"ov:postalAddress","http://open.vocab.org/terms/postalAddress"
"frapo:PostalAddress","http://purl.org/cerif/frapo/PostalAddress"
"obo:IAO_0000422","http://purl.obolibrary.org/obo/IAO_0000422"
"schema:lender","http://schema.org/lender"
"vaem:hasAspect","http://www.linkedmodel.org/schema/vaem#hasAspect"
"vaem:Aspect","http://www.linkedmodel.org/schema/vaem#Aspect"
"schema:borrower","http://schema.org/borrower"
"geop:hasMember","http://aims.fao.org/aos/geopolitical.owl#hasMember"
"ipo:hasMember","http://purl.org/ipo/core#hasMember"
"identity:hasMember","http://www.identity.org/ontologies/identity.owl#hasMember"
"vcard:hasMember","http://www.w3.org/2006/vcard/ns#hasMember"
"dul:hasMember","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember"
"agrelon:hasMember","http://d-nb.info/standards/elementset/agrelon#hasMember"
"donto:hasMember","http://reference.data.gov.au/def/ont/dataset#hasMember"
"dtype:hasMember","http://www.linkedmodel.org/schema/dtype#hasMember"
"parl:hasMember","http://reference.data.gov.uk/def/parliament/hasMember"
"agrelon:correspondsToInverse","http://d-nb.info/standards/elementset/agrelon#correspondsToInverse"
"vaem:hasViewpoint","http://www.linkedmodel.org/schema/vaem#hasViewpoint"
"rdf:Bag","http://www.w3.org/1999/02/22-rdf-syntax-ns#Bag"
"coll:Bag","http://purl.org/co/Bag"
"cbo:bagged","http://comicmeta.org/cbo/bagged"
"mexalgo:Bagging","http://mex.aksw.org/mex-algo#Bagging"
"lgdo:BagsShop","http://linkedgeodata.org/ontology/BagsShop"
"lgdo:Garbage","http://linkedgeodata.org/ontology/Garbage"
"brt:isBAGnaam","http://brt.basisregistraties.overheid.nl/def/top10nl#isBAGnaam"
"faldo:BagOfRegions","http://biohackathon.org/resource/faldo#BagOfRegions"
"schema:numberOfAirbags","http://schema.org/numberOfAirbags"
"cro:Lend","http://rhizomik.net/ontologies/copyrightonto.owl#Lend"
"rdfs:ContainerMembershipProperty","http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty"
"swpo:agent_10","http://sw-portal.deri.org/ontologies/swportal#agent_10"
"obo:OBI_1110112","http://purl.obolibrary.org/obo/OBI_1110112"
"obo:OBI_1110011","http://purl.obolibrary.org/obo/OBI_1110011"
"obo:OBI_1110016","http://purl.obolibrary.org/obo/OBI_1110016"
"obo:OBI_1110023","http://purl.obolibrary.org/obo/OBI_1110023"
"obo:OBI_1110028","http://purl.obolibrary.org/obo/OBI_1110028"
"obo:OBI_1110035","http://purl.obolibrary.org/obo/OBI_1110035"
"cwrc:childOf","http://sparql.cwrc.ca/ontologies/cwrc#childOf"
"cwrc:stepChildOf","http://sparql.cwrc.ca/ontologies/cwrc#stepChildOf"
"cwrc:grandChildOf","http://sparql.cwrc.ca/ontologies/cwrc#grandChildOf"
"sdmx:ConceptRole","http://purl.org/linked-data/sdmx#ConceptRole"
"dbpedia-owl:gameModus","http://dbpedia.org/ontology/gameModus"
"chord:ChordEvent","http://purl.org/ontology/chord/ChordEvent"
"ispra:AuthorityKind","http://dati.isprambiente.it/ontology/core#AuthorityKind"
"chord:Chord","http://purl.org/ontology/chord/Chord"
"edm:ugc","http://www.europeana.eu/schemas/edm/ugc"
"gndo:succeedingCorporateBody","http://d-nb.info/standards/elementset/gnd#succeedingCorporateBody"
"gndo:precedingCorporateBody","http://d-nb.info/standards/elementset/gnd#precedingCorporateBody"
"dbpedia-owl:flagCaption","http://dbpedia.org/ontology/flagCaption"
"gndo:succeedingConferenceOrEvent","http://d-nb.info/standards/elementset/gnd#succeedingConferenceOrEvent"
"gndo:contributingCorporateBody","http://d-nb.info/standards/elementset/gnd#contributingCorporateBody"
"obo:OBI_0000525","http://purl.obolibrary.org/obo/OBI_0000525"
"dbpedia-owl:ngcName","http://dbpedia.org/ontology/ngcName"
"pext:ownerOf","http://www.ontotext.com/proton/protonext#ownerOf"
"mvco:isRightsOwnerOf","http://purl.oclc.org/NET/mvco.owl#isRightsOwnerOf"
"npg:givenName","http://ns.nature.com/terms/givenName"
"vcard:given-name","http://www.w3.org/2006/vcard/ns#given-name"
"trait:has-name","http://contextus.net/ontology/ontomedia/ext/common/trait#has-name"
"dbpedia-owl:GivenName","http://dbpedia.org/ontology/GivenName"
"ebucore:givenName","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#givenName"
"ptop:givenName","http://www.ontotext.com/proton/protontop#givenName"
"mads:GivenNameElement","http://www.loc.gov/mads/rdf/v1#GivenNameElement"
"cwrc:GenderContext","http://sparql.cwrc.ca/ontologies/cwrc#GenderContext"
"qb4o:hasLevel","http://purl.org/qb4olap/cubes#hasLevel"
"drm:returnsResultSetSpecifiedIn","http://vocab.data.gov/def/drm#returnsResultSetSpecifiedIn"
"qb4o:hasHierarchy","http://purl.org/qb4olap/cubes#hasHierarchy"
"datex:paymentCardBrand","http://vocab.datex.org/terms#paymentCardBrand"
"moac:CompromisedBridge","http://observedchange.com/moac/ns#CompromisedBridge"
"datex:paymentCardBrands","http://vocab.datex.org/terms#paymentCardBrands"
"datex:otherPaymentCardBrands","http://vocab.datex.org/terms#otherPaymentCardBrands"
"datex:otherPaymentCardBrand","http://vocab.datex.org/terms#otherPaymentCardBrand"
"dicom:RecordedBrachyAccessoryDeviceSequence","http://purl.org/healthcarevocab/v1#RecordedBrachyAccessoryDeviceSequence"
"dicom:ReferencedBrachyAccessoryDeviceNumber","http://purl.org/healthcarevocab/v1#ReferencedBrachyAccessoryDeviceNumber"
"dicom:SequenceItem.RecordedBrachyAccessoryDeviceSequence","http://purl.org/healthcarevocab/v1#SequenceItem.RecordedBrachyAccessoryDeviceSequence"
"sio:SIO_000125","http://semanticscience.org/resource/SIO_000125"
"lexinfo:hyponym","http://www.lexinfo.net/ontology/2.0/lexinfo#hyponym"
"cwmo:hasHyponym","http://purl.org/cwmo/#hasHyponym"
"cwmo:hasHypernym","http://purl.org/cwmo/#hasHypernym"
"gold:hypernym","http://purl.org/linguistics/gold/hypernym"
"sio:SIO_000124","http://semanticscience.org/resource/SIO_000124"
"lexinfo:hypernym","http://www.lexinfo.net/ontology/2.0/lexinfo#hypernym"
"dbpedia-owl:largestWin","http://dbpedia.org/ontology/largestWin"
"dbpedia-owl:firstWin","http://dbpedia.org/ontology/firstWin"
"dbpedia-owl:lastWin","http://dbpedia.org/ontology/lastWin"
"dbpedia-owl:wsopWinYear","http://dbpedia.org/ontology/wsopWinYear"
"game:status","http://data.totl.net/game/status"
"vgo:LoseEvent","http://purl.org/net/VideoGameOntology#LoseEvent"
"sio:SIO_010371","http://semanticscience.org/resource/SIO_010371"
"sio:SIO_001104","http://semanticscience.org/resource/SIO_001104"
"biopax:ComplexAssembly","http://www.biopax.org/release/biopax-level3.owl#ComplexAssembly"
"crm:E6_Destruction","http://www.cidoc-crm.org/cidoc-crm/E6_Destruction"
"ecrm:E6_Destruction","http://erlangen-crm.org/current/E6_Destruction"
"ei2a:resolution","http://opendata.aragon.es/def/ei2a#resolution"
"igeo:chefLieu","http://rdf.insee.fr/def/geo#chefLieu"
"dbpedia-owl:lieutenancy","http://dbpedia.org/ontology/lieutenancy"
"dbpedia-owl:lieutenant","http://dbpedia.org/ontology/lieutenant"
"dbpedia-owl:Lieutenant","http://dbpedia.org/ontology/Lieutenant"
"http:fieldValue","http://www.w3.org/2011/http#fieldValue"
"dbpedia-owl:nationalTeam","http://dbpedia.org/ontology/nationalTeam"
"botany:subdivision","http://purl.org/NET/biol/botany#subdivision"
"dbpedia-owl:subdivision","http://dbpedia.org/ontology/subdivision"
"igeo:subdivision","http://rdf.insee.fr/def/geo#subdivision"
"dbpedia-owl:subdivisionLink","http://dbpedia.org/ontology/subdivisionLink"
"igeo:subdivisionDe","http://rdf.insee.fr/def/geo#subdivisionDe"
"geof:Administrative_Subdivision","http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#Administrative_Subdivision"
"igeo:subdivisionDirecte","http://rdf.insee.fr/def/geo#subdivisionDirecte"
"rami:description","http://iais.fraunhofer.de/vocabs/rami#description"
"npg:hasPublisher","http://ns.nature.com/terms/hasPublisher"
"rdam:P30083","http://rdaregistry.info/Elements/m/P30083"
"pext:hasPublisher","http://www.ontotext.com/proton/protonext#hasPublisher"
"rdau:P60444","http://rdaregistry.info/Elements/u/P60444"
"bibtex:hasPublisher","http://purl.org/net/nknouf/ns/bibtex#hasPublisher"
"sio:SIO_000565","http://semanticscience.org/resource/SIO_000565"
"sio:SIO_000568","http://semanticscience.org/resource/SIO_000568"
"sio:SIO_000567","http://semanticscience.org/resource/SIO_000567"
"qu:GeneralConversionUnit","http://purl.oclc.org/NET/ssnx/qu/qu#GeneralConversionUnit"
"sio:SIO_000822","http://semanticscience.org/resource/SIO_000822"
"cito:plagiarizes","http://purl.org/spar/cito/plagiarizes"
"cito:isPlagiarizedBy","http://purl.org/spar/cito/isPlagiarizedBy"
"m3lite:ElectricalResistance","http://purl.org/iot/vocab/m3-lite#ElectricalResistance"
"obo:HP_0000855","http://purl.obolibrary.org/obo/HP_0000855"
"rami:brakingResistance","http://iais.fraunhofer.de/vocabs/rami#brakingResistance"
"aws:ElectricalResistanceBlock","http://purl.oclc.org/NET/ssnx/meteo/aws#ElectricalResistanceBlock"
"aws:ElectricalResistanceThermometer","http://purl.oclc.org/NET/ssnx/meteo/aws#ElectricalResistanceThermometer"
"dbpedia-owl:MemberResistanceMovement","http://dbpedia.org/ontology/MemberResistanceMovement"
"m3lite:Ohm","http://purl.org/iot/vocab/m3-lite#Ohm"
"aws:Thermistor","http://purl.oclc.org/NET/ssnx/meteo/aws#Thermistor"
"sio:SIO_000838","http://semanticscience.org/resource/SIO_000838"
"md:dateOfNextUpdate","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#dateOfNextUpdate"
"km4c:Building_material","http://www.disit.org/km4city/schema#Building_material"
"mv:ParkingGarage","http://schema.mobivoc.org/ParkingGarage"
"uco:ParkingType","http://purl.org/uco/ns#ParkingType"
"mv:ParkingFacility","http://schema.mobivoc.org/ParkingFacility"
"jup:entranceReservedParkingLocalization","http://w3id.org/charta77/jup/entranceReservedParkingLocalization"
"km4c:Car_park","http://www.disit.org/km4city/schema#Car_park"
"km4c:CarParkSensor","http://www.disit.org/km4city/schema#CarParkSensor"
"km4c:SituationRecord","http://www.disit.org/km4city/schema#SituationRecord"
"lgdo:LandusePark","http://linkedgeodata.org/ontology/LandusePark"
"lgdo:Pets","http://linkedgeodata.org/ontology/Pets"
"uco:pets","http://purl.org/uco/ns#pets"
"lgdo:PetShop","http://linkedgeodata.org/ontology/PetShop"
"schema:PetStore","http://schema.org/PetStore"
"lgdo:Carpets","http://linkedgeodata.org/ontology/Carpets"
"km4c:Carpets","http://www.disit.org/km4city/schema#Carpets"
"lgdo:PetSupply","http://linkedgeodata.org/ontology/PetSupply"
"schema:petsAllowed","http://schema.org/petsAllowed"
"spt:Light","http://spitfire-project.eu/ontology/ns/Light"
"rsctx:lightLevel","http://softeng.polito.it/rsctx#lightLevel"
"eclap:lightDesigner","http://www.eclap.eu/schema/eclap/lightDesigner"
"hw:SunnyWeatherState","https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#SunnyWeatherState"
"m3lite:CloudCoverSensor","http://purl.org/iot/vocab/m3-lite#CloudCoverSensor"
"eepsa:AdjacentToOutdoorSpace","https://w3id.org/eepsa#AdjacentToOutdoorSpace"
"acco:CampingPitch","http://purl.org/acco/ns#CampingPitch"
"eepsa:MeteorologicalProperty","https://w3id.org/eepsa#MeteorologicalProperty"
"dbpedia-owl:Garden","http://dbpedia.org/ontology/Garden"
"schema:CampingPitch","http://schema.org/CampingPitch"
"schema:Campground","http://schema.org/Campground"
"cwrc:parentOf","http://sparql.cwrc.ca/ontologies/cwrc#parentOf"
"omnlc:parentOf","http://open-multinet.info/ontology/omn-lifecycle#parentOf"
"saws:isParentOf","http://purl.org/saws/ontology#isParentOf"
"cwrc:grandParentOf","http://sparql.cwrc.ca/ontologies/cwrc#grandParentOf"
"cwrc:stepParentOf","http://sparql.cwrc.ca/ontologies/cwrc#stepParentOf"
"agrelon:hasGrandChild","http://d-nb.info/standards/elementset/agrelon#hasGrandChild"
"cwrc:hasGrandChild","http://sparql.cwrc.ca/ontologies/cwrc#hasGrandChild"
"poder:hasGrandChild","http://dev.poderopedia.com/vocab/hasGrandChild"
"gvp:ulan1513_grandchild_of","http://vocab.getty.edu/ontology#ulan1513_grandchild_of"
"shoah:grandfatherOf","http://dati.cdec.it/lod/shoah/grandfatherOf"
"cwrc:grandFatherOf","http://sparql.cwrc.ca/ontologies/cwrc#grandFatherOf"
"cwrc:hasGrandFather","http://sparql.cwrc.ca/ontologies/cwrc#hasGrandFather"
"cwrc:ancestorOf","http://sparql.cwrc.ca/ontologies/cwrc#ancestorOf"
"cwrc:hasAncestor","http://sparql.cwrc.ca/ontologies/cwrc#hasAncestor"
"agrelon:hasAncestor","http://d-nb.info/standards/elementset/agrelon#hasAncestor"
"gvp:ulan1582_ancestor_of","http://vocab.getty.edu/ontology#ulan1582_ancestor_of"
"saws:isAncestorOf","http://purl.org/saws/ontology#isAncestorOf"
"gold:ancestorVariety","http://purl.org/linguistics/gold/ancestorVariety"
"tzont:hasAncestorRegion","http://www.w3.org/2006/timezone#hasAncestorRegion"
"lawd:Attestation","http://lawd.info/ontology/Attestation"
"lawd:hasAttestation","http://lawd.info/ontology/hasAttestation"
"gold:AttestedVariety","http://purl.org/linguistics/gold/AttestedVariety"
"uniprot:organism","http://purl.uniprot.org/core/organism"
"obo:OBI_0100026","http://purl.obolibrary.org/obo/OBI_0100026"
"sio:SIO_010000","http://semanticscience.org/resource/SIO_010000"
"dul:Organism","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Organism"
"tmo:TMO_0144","http://www.w3.org/2001/sw/hcls/ns/transmed/TMO_0144"
"biotop:MulticellularOrganism","http://purl.org/biotop/biotop.owl#MulticellularOrganism"
"biotop:JuvenileOrganism","http://purl.org/biotop/biotop.owl#JuvenileOrganism"
"biotop:OrganismPart","http://purl.org/biotop/biotop.owl#OrganismPart"
"acm:D.3.3.10","http://acm.rkbexplorer.com/ontologies/acm#D.3.3.10"
"acm:D.4.4.1","http://acm.rkbexplorer.com/ontologies/acm#D.4.4.1"
"acm:B.7.1.3","http://acm.rkbexplorer.com/ontologies/acm#B.7.1.3"
"acm:B.4.2","http://acm.rkbexplorer.com/ontologies/acm#B.4.2"
"acm:H.5.1.2","http://acm.rkbexplorer.com/ontologies/acm#H.5.1.2"
"acm:B.4","http://acm.rkbexplorer.com/ontologies/acm#B.4"
"gvp:aat2203_associated_with","http://vocab.getty.edu/ontology#aat2203_associated_with"
"gvp:aat2831_associated_with","http://vocab.getty.edu/ontology#aat2831_associated_with"
"gvp:ulan1003_associated_with","http://vocab.getty.edu/ontology#ulan1003_associated_with"
"gvp:aat2285_practiced-studied_by","http://vocab.getty.edu/ontology#aat2285_practiced-studied_by"
"lgdo:Harbour","http://linkedgeodata.org/ontology/Harbour"
"sio:SIO_000543","http://semanticscience.org/resource/SIO_000543"
"dul:hasPart","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart"
"op:Taxon","http://environment.data.gov.au/def/op#Taxon"
"dbpedia-owl:taxon","http://dbpedia.org/ontology/taxon"
"taxon:Taxon","http://purl.org/biodiversity/taxon/Taxon"
"dbpedia-owl:Taxon","http://dbpedia.org/ontology/Taxon"
"wlo:TaxonName","http://purl.org/ontology/wo/TaxonName"
"biotop:TaxonQuality","http://purl.org/biotop/biotop.owl#TaxonQuality"
"op:SubstanceOrTaxon","http://environment.data.gov.au/def/op#SubstanceOrTaxon"
"ceo:hasResponseTime","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasResponseTime"
"w3c-ssn:ResponseTime","https://www.w3.org/ns/ssn/ResponseTime"
"ends:statusResponseTime","http://labs.mondeca.com/vocab/endpointStatus#statusResponseTime"
"ssn:ResponseTime","http://purl.oclc.org/NET/ssnx/ssn#ResponseTime"
"daia:Response","http://purl.org/ontology/daia/Response"
"deps:since","http://ontologi.es/doap-deps#since"
"dbpedia-owl:proSince","http://dbpedia.org/ontology/proSince"
"dbpedia-owl:endangeredSince","http://dbpedia.org/ontology/endangeredSince"
"dbpedia-owl:citySince","http://dbpedia.org/ontology/citySince"
"dicom:ExposuresOnDetectorSinceManufactured","http://purl.org/healthcarevocab/v1#ExposuresOnDetectorSinceManufactured"
"obo:OBI_0001161","http://purl.obolibrary.org/obo/OBI_0001161"
"ludo-xapi:hasResponse","http://ns.inria.fr/ludo/v1/xapi#hasResponse"
"http:resp","http://www.w3.org/2011/http#resp"
"ibis:response","https://privatealpha.com/ontology/ibis/1#response"
"http:Response","http://www.w3.org/2011/http#Response"
"datex:response","http://vocab.datex.org/terms#response"
"reco:rates","http://purl.org/reco#rates"
"m3lite:MobMobilitySuccRate","http://purl.org/iot/vocab/m3-lite#MobMobilitySuccRate"
"mv:rateOfOccupancy","http://schema.mobivoc.org/rateOfOccupancy"
"dk:illustrates","http://www.data-knowledge.org/dk/illustrates"
"cwrc:migratesTo","http://sparql.cwrc.ca/ontologies/cwrc#migratesTo"
"dicom:DoseRateSet","http://purl.org/healthcarevocab/v1#DoseRateSet"
"dogont:FlowRateState","http://elite.polito.it/ontologies/dogont.owl#FlowRateState"
"cwrc:migratesFrom","http://sparql.cwrc.ca/ontologies/cwrc#migratesFrom"
"edm:incorporates","http://www.europeana.eu/schemas/edm/incorporates"
"gdprov:generatesData","https://w3id.org/GDPRov#generatesData"
"m3lite:Temperature","http://purl.org/iot/vocab/m3-lite#Temperature"
"dicom:SensorTemperature","http://purl.org/healthcarevocab/v1#SensorTemperature"
"saref:TemperatureUnit","https://w3id.org/saref#TemperatureUnit"
"dbpedia-owl:surfaceGravity","http://dbpedia.org/ontology/surfaceGravity"
"m3lite:Precipitation","http://purl.org/iot/vocab/m3-lite#Precipitation"
"sio:SIO_000430","http://semanticscience.org/resource/SIO_000430"
"interval:CalendarDay","http://reference.data.gov.uk/def/intervals/CalendarDay"
"dbpedia-owl:Satellite","http://dbpedia.org/ontology/Satellite"
"sro:Satellite","http://salt.semanticauthoring.org/ontologies/sro#Satellite"
"dbpedia-owl:satellite","http://dbpedia.org/ontology/satellite"
"pext:NaturalSatellite","http://www.ontotext.com/proton/protonext#NaturalSatellite"
"dbpedia-owl:countryWithFirstSatellite","http://dbpedia.org/ontology/countryWithFirstSatellite"
"sro:hasSatellite","http://salt.semanticauthoring.org/ontologies/sro#hasSatellite"
"dbpedia-owl:countryWithFirstSatelliteLaunched","http://dbpedia.org/ontology/countryWithFirstSatelliteLaunched"
"dicom:ImplementationVersionName","http://purl.org/healthcarevocab/v1#ImplementationVersionName"
"dicom:Tag.0002.0013","http://purl.org/healthcarevocab/v1#Tag.0002.0013"
"sor:knownBy","http://purl.org/net/soron/knownBy"
"uniprot:Known_Sequence","http://purl.uniprot.org/core/Known_Sequence"
"cwrc:hasLinguisticAbility","http://sparql.cwrc.ca/ontologies/cwrc#hasLinguisticAbility"
"rdarel:alsoIssuedAsManifestation","http://rdvocab.info/RDARelationshipsWEMI/alsoIssuedAsManifestation"
"cwrc:nativeLinguisticAbilityOf","http://sparql.cwrc.ca/ontologies/cwrc#nativeLinguisticAbilityOf"
"pext:Spacecraft","http://www.ontotext.com/proton/protonext#Spacecraft"
"frbrer:P2023","http://iflastandards.info/ns/fr/frbr/frbrer/P2023"
"frbrer:P2024","http://iflastandards.info/ns/fr/frbr/frbrer/P2024"
"s4ee:DefaultDuration","https://w3id.org/saref4ee#DefaultDuration"
"dbpedia-owl:trackLength","http://dbpedia.org/ontology/trackLength"
"dbpedia-owl:lineLength","http://dbpedia.org/ontology/lineLength"
"awol:Content","http://bblfish.net/work/atom-owl/2006-06-06/#Content"
"gvp:tgn3401_moved_from","http://vocab.getty.edu/ontology#tgn3401_moved_from"
"ecrm:P27_moved_from","http://erlangen-crm.org/current/P27_moved_from"
"crm:P25_moved","http://www.cidoc-crm.org/cidoc-crm/P25_moved"
"cro:aim","http://rhizomik.net/ontologies/copyrightonto.owl#aim"
"sro:Claim","http://salt.semanticauthoring.org/ontologies/sro#Claim"
"ccsla:Claim","http://cookingbigdata.com/linkeddata/ccsla#Claim"
"ldr:hasclaim","http://purl.oclc.org/NET/ldr/ns#hasclaim"
"ldr:hasClaim","http://purl.oclc.org/NET/ldr/ns#hasClaim"
"cro:VerbOrAim","http://rhizomik.net/ontologies/copyrightonto.owl#VerbOrAim"
"ov:disclaimer","http://open.vocab.org/terms/disclaimer"
"dbpedia-owl:endPoint","http://dbpedia.org/ontology/endPoint"
"oc:end-point","http://contextus.net/ontology/ontomedia/core/expression#end-point"
"dbpedia-owl:originalEndPoint","http://dbpedia.org/ontology/originalEndPoint"
"sh:PropertyShape","http://www.w3.org/ns/shacl#PropertyShape"
"transit:Agency","http://vocab.org/transit/terms/Agency"
"eppl:Objective","https://w3id.org/ep-plan#Objective"
"essglobal:objective","http://purl.org/essglobal/vocab/objective"
"sio:SIO_000337","http://semanticscience.org/resource/SIO_000337"
"cwmo:Objective","http://purl.org/cwmo/#Objective"
"obo:OBI_0000678","http://purl.obolibrary.org/obo/OBI_0000678"
"br:ObjDescription","http://vocab.deri.ie/br#ObjDescription"
"br:ObjTitle","http://vocab.deri.ie/br#ObjTitle"
"obo:OBI_0000796","http://purl.obolibrary.org/obo/OBI_0000796"
"dbpedia-owl:retentionTime","http://dbpedia.org/ontology/retentionTime"
"service:delay","http://purl.org/ontology/service#delay"
"tl:delay","http://purl.org/NET/c4dm/timeline.owl#delay"
"datex:Delays","http://vocab.datex.org/terms#Delays"
"datex:delays","http://vocab.datex.org/terms#delays"
"st:departureDelay","http://semweb.mmlab.be/ns/stoptimes#departureDelay"
"dicom:Tag.0054.0036","http://purl.org/healthcarevocab/v1#Tag.0054.0036"
"dicom:Tag.0018.1066","http://purl.org/healthcarevocab/v1#Tag.0018.1066"
"dicom:TaggingDelay","http://purl.org/healthcarevocab/v1#TaggingDelay"
"dbpedia-owl:CelestialBody","http://dbpedia.org/ontology/CelestialBody"
"gndo:preferredNameForTheCorporateBody","http://d-nb.info/standards/elementset/gnd#preferredNameForTheCorporateBody"
"dbpedia-owl:apoapsis","http://dbpedia.org/ontology/apoapsis"
"dbpedia-owl:cosparId","http://dbpedia.org/ontology/cosparId"
"dicom:ParallelAcquisition","http://purl.org/healthcarevocab/v1#ParallelAcquisition"
"dicom:Tag.0018.9077","http://purl.org/healthcarevocab/v1#Tag.0018.9077"
"acm:C.1.2.5","http://acm.rkbexplorer.com/ontologies/acm#C.1.2.5"
"dicom:ParallelAcquisitionTechnique","http://purl.org/healthcarevocab/v1#ParallelAcquisitionTechnique"
"acm:G.1.0.6","http://acm.rkbexplorer.com/ontologies/acm#G.1.0.6"
"bf:ParallelTitle","http://id.loc.gov/ontologies/bibframe/ParallelTitle"
"acm:B.6.1.5","http://acm.rkbexplorer.com/ontologies/acm#B.6.1.5"
"acm:H.2.4.4","http://acm.rkbexplorer.com/ontologies/acm#H.2.4.4"
"acm:B.2.1.1","http://acm.rkbexplorer.com/ontologies/acm#B.2.1.1"
"gndo:MeansOfTransportWithIndividualName","http://d-nb.info/standards/elementset/gnd#MeansOfTransportWithIndividualName"
"lgdo:Reef","http://linkedgeodata.org/ontology/Reef"
"km4c:Pet_shop","http://www.disit.org/km4city/schema#Pet_shop"
"km4c:Pet_care_services","http://www.disit.org/km4city/schema#Pet_care_services"
"obo:OBI_0001054","http://purl.obolibrary.org/obo/OBI_0001054"
"ludo-gm:InventoryState","http://ns.inria.fr/ludo/v1/gamemodel#InventoryState"
"ludo-gm:hasInventoryQuantity","http://ns.inria.fr/ludo/v1/gamemodel#hasInventoryQuantity"
"ci:desired-outcome","https://privatealpha.com/ontology/content-inventory/1#desired-outcome"
"dm2e:copyist","http://onto.dm2e.eu/schemas/dm2e/copyist"
"gndo:copist","http://d-nb.info/standards/elementset/gnd#copist"
"dbpedia-owl:icd10","http://dbpedia.org/ontology/icd10"
"blt:TopicDDC","http://www.bl.uk/schemas/bibliographic/blterms#TopicDDC"
"geosp:GeodeticDatum","http://rdf.geospecies.org/ont/geospecies#GeodeticDatum"
"search:searchTerms","http://sindice.com/vocab/search#searchTerms"
"dbpedia-owl:callsignMeaning","http://dbpedia.org/ontology/callsignMeaning"
"fabio:ApplicationProgrammingInterface","http://purl.org/spar/fabio/ApplicationProgrammingInterface"
"seasd:Device","https://w3id.org/seas/Device"
"odrl:device","http://www.w3.org/ns/odrl/2/device"
"dbpedia-owl:Device","http://dbpedia.org/ontology/Device"
"sio:SIO_000956","http://semanticscience.org/resource/SIO_000956"
"rsctx:device","http://softeng.polito.it/rsctx#device"
"ao:device","http://purl.org/ontology/ao/core#device"
"s4ee:Device","https://w3id.org/saref4ee#Device"
"cogs:Device","http://vocab.deri.ie/cogs#Device"
